target,id
0.31056273383335836,50000
0.5579369996777496,50001
0.11917416603357942,50002
0.301527063880273,50003
0.21161867376525823,50004
0.05670210237812914,50005
0.24524743992403653,50006
0.267711474361657,50007
0.3678711449510579,50008
0.11983724186526562,50009
0.0829308826710535,50010
0.34015823783842397,50011
0.13285275419376721,50012
0.10504848759212487,50013
0.09514957656398322,50014
0.08631130999423653,50015
0.08212438171678932,50016
0.08298635173135849,50017
0.15659003364104201,50018
0.2879806583095403,50019
0.07691602314605414,50020
0.1289461887437443,50021
0.20860671033664818,50022
0.1943043000814185,50023
0.14196628721462942,50024
0.3344020165369094,50025
0.48520106148467756,50026
0.5034283240775782,50027
0.2388690009627314,50028
0.17547418867948802,50029
0.08134072347651009,50030
0.06257784561650438,50031
0.06340827479530624,50032
0.10247080053481625,50033
0.16270150399964067,50034
0.11640737352110583,50035
0.2183387559122957,50036
0.09661877485405454,50037
0.1662443907609872,50038
0.08511803737125091,50039
0.6617791845579438,50040
0.06894134979630431,50041
0.21779862856878196,50042
0.09861308802245451,50043
0.10087671527693862,50044
0.14504956103060163,50045
0.11884296655505133,50046
0.08098754125457786,50047
0.20254608901220553,50048
0.11025138758489351,50049
0.09420747798858636,50050
0.17921062900242438,50051
0.0952656133797184,50052
0.0861207524862559,50053
0.2313011518280997,50054
0.11765098527900886,50055
0.08399002056303985,50056
0.06648030727107879,50057
0.39591007173476084,50058
0.06655192185600757,50059
0.24980328210112468,50060
0.18937247569477741,50061
0.26105377643523975,50062
0.18146613266741624,50063
0.09793687157586473,50064
0.10845655823637651,50065
0.11232156070820863,50066
0.07594135835713979,50067
0.3552441224812809,50068
0.2103129580802111,50069
0.2748044821425995,50070
0.12265834156230604,50071
0.24531246948785915,50072
0.11377238654115379,50073
0.4021789745492592,50074
0.234604877018535,50075
0.36627538026059736,50076
0.0638008627175272,50077
0.08147341474222203,50078
0.08639224223063409,50079
0.2216772872567523,50080
0.14931137947998016,50081
0.4330426091745231,50082
0.09987223495919978,50083
0.20746008129776905,50084
0.0735700164107564,50085
0.14659424813982233,50086
0.1677962539013177,50087
0.068700800125889,50088
0.06583472010561472,50089
0.23978429568469412,50090
0.10950103477990361,50091
0.10282737234310277,50092
0.1958750706158458,50093
0.1319198916333751,50094
0.07541209568628711,50095
0.2370494202339236,50096
0.11748212713138936,50097
0.0864190495051108,50098
0.09448455091035546,50099
0.10892093856208382,50100
0.07233659962214038,50101
0.11021219513505284,50102
0.2898883541043441,50103
0.13578913270338688,50104
0.3711710310467659,50105
0.5314453051141015,50106
0.13796144702681795,50107
0.4697275374442191,50108
0.07970648191264325,50109
0.24709464269687936,50110
0.11651973950313896,50111
0.14221164877149184,50112
0.06255097182078845,50113
0.31738994954010546,50114
0.13749248418313909,50115
0.13595545889285698,50116
0.0607925324225556,50117
0.6781946166498728,50118
0.1791197716553281,50119
0.2505618982389821,50120
