target,id
0.3491769907944257,50000
0.4675537679481586,50001
0.1773320627649555,50002
0.3573731721105186,50003
0.1406564449292658,50004
0.005604917479533856,50005
0.17180421845162303,50006
0.3961258386959448,50007
0.36936495573613054,50008
0.08889688369213293,50009
0.04534984913107549,50010
0.3299626420245608,50011
0.12862338855827654,50012
0.14532006723226218,50013
0.08064673862447938,50014
0.0700069022444143,50015
0.04178916828945675,50016
0.0768611604756408,50017
0.15189005907130096,50018
0.4668933505195111,50019
0.030375142765003207,50020
0.05032481219652737,50021
0.17734731963994674,50022
0.2606554696462603,50023
0.1398848134589445,50024
0.5361777858866451,50025
0.6243392088065959,50026
0.5033300025615859,50027
0.4486198375487785,50028
0.1860443297568632,50029
0.032773437877054966,50030
0.028575840096578226,50031
0.02367070810272926,50032
0.08836850106118414,50033
0.13922864029288468,50034
0.12939919731261595,50035
0.2815954685187047,50036
0.040765668172048686,50037
0.14299225892230524,50038
0.12913914210473035,50039
0.6627080407472028,50040
0.08914161069982866,50041
0.2859265448001431,50042
0.16580638916740484,50043
0.09469384152255866,50044
0.23482672768392965,50045
0.08711950212256378,50046
0.06998153554118551,50047
0.1968763189263512,50048
0.17122937760348292,50049
0.04585171597211488,50050
0.3061561541464133,50051
0.1674556569483004,50052
0.10341130196200103,50053
0.3627728881784081,50054
0.1792595850365883,50055
0.060697585444465164,50056
0.035529787895936436,50057
0.5526453500555958,50058
0.02427728335325906,50059
0.38949096395794425,50060
0.10938047209832186,50061
0.4542795953276828,50062
0.18453555111197764,50063
0.040186987955332015,50064
0.13546279239628725,50065
0.07750162967416277,50066
0.06060770927451033,50067
0.3763906942510619,50068
0.2058795001280256,50069
0.2861762855505003,50070
0.09305183337049308,50071
0.2275556679143151,50072
0.1488460765548163,50073
0.5931349317075398,50074
0.431482058822181,50075
0.4783946389848972,50076
0.048715982702511866,50077
0.032687331572643516,50078
0.04401232119317744,50079
0.3975244707430844,50080
0.07196859117179037,50081
0.5280817641850155,50082
0.10517186676796496,50083
0.292469603564959,50084
0.0368146240688044,50085
0.13868844784187112,50086
0.09166478678849473,50087
0.02704442618476417,50088
0.028373697101544044,50089
0.2662006800434112,50090
0.07657521383866664,50091
0.08804126452304804,50092
0.3025760482199491,50093
0.09277505975329167,50094
0.05993271793774582,50095
0.2939132400997924,50096
0.12035628784672145,50097
0.06267310035014667,50098
0.049186642672660166,50099
0.20296585700122355,50100
0.028609494642005445,50101
0.05014849712884166,50102
0.42937197870737576,50103
0.1508612335410043,50104
0.5484219347104564,50105
0.5943982588994063,50106
0.20896911699797716,50107
0.5249399794826128,50108
0.10157989543490066,50109
0.3106724379746592,50110
0.13906491051837874,50111
0.14332886035923587,50112
0.016843767108551157,50113
0.22332947671453046,50114
0.07979915229556847,50115
0.15332749679315644,50116
0.020407887129100483,50117
0.6762659005872894,50118
0.2363578830160193,50119
0.32100007001988284,50120
0.39851332393821,50121
0.1254791135499013,50122
0.3312685713443651,50123
0.5108948531648555,50124
0.19408924912918335,50125
0.19211092961905865,50126
0.06580790239462701,50127
0.4398287430859324,50128
0.007672032221845555,50129
0.2910797079809252,50130
0.07784967816379658,50131
0.0879388717738931,50132
0.048223300201622216,50133
0.02408932892740373,50134
0.2030843033050284,50135
0.3534194363291918,50136
0.08477092858286703,50137
0.15729961110876586,50138
0.17780595119221315,50139
0.0546512040517734,50140
0.18905379219974708,50141
0.052612318325010066,50142
0.07364617336038501,50143
0.07596905235607805,50144
0.06537864377760219,50145
0.01394581550524755,50146
0.04154224143873925,50147
0.003583449300904714,50148
0.15068632374398,50149
0.0698273923815345,50150
0.2708790340956105,50151
0.17649798425461227,50152
0.12884795775560912,50153
0.2331223846272033,50154
0.3659927147243347,50155
0.20294328653577595,50156
0.16370451554927534,50157
0.03543720194794453,50158
0.4314887345803829,50159
0.2961211001334927,50160
0.0754824987619389,50161
0.4864010785672502,50162
0.4042013157187849,50163
0.06407374924392358,50164
0.10463793615828293,50165
0.41747492041943296,50166
0.5044638433808833,50167
0.13396403920875516,50168
0.17129874400511433,50169
0.0912097260856574,50170
0.4037417572576852,50171
0.10245018646889044,50172
0.03698238542762256,50173
0.24364576965231385,50174
0.0031544546082309995,50175
0.0542825273055885,50176
0.00937119101566958,50177
0.3252762361472044,50178
0.03968484912814956,50179
0.17192842832670988,50180
0.039653298575310206,50181
0.1124439707907776,50182
0.11375438347398202,50183
0.10954436410735137,50184
0.08509270631293739,50185
0.27170564423825944,50186
0.04605209334607796,50187
0.01983523383239725,50188
0.1930491060712708,50189
0.027796725420152508,50190
0.3178664500235292,50191
0.22344002538853489,50192
0.1555860889535109,50193
0.06163882811214098,50194
0.17152774555786746,50195
0.02166081796954609,50196
0.058784410239191835,50197
0.11669158911117238,50198
0.025497518446417216,50199
0.2188764436343718,50200
0.15237395209837645,50201
0.3139550356647285,50202
0.2811451897318336,50203
0.11444209870819005,50204
0.3054901741599991,50205
0.02359313694824663,50206
0.0959429940414418,50207
0.09509595453223753,50208
0.06344199154663405,50209
0.05592051283077137,50210
0.14208204330465649,50211
0.006315254251328122,50212
0.018338199125752627,50213
0.015826482037731994,50214
0.11090200050092372,50215
0.5646142839661861,50216
0.5045720523925918,50217
0.1547623250204191,50218
0.01952805856893496,50219
0.2500943316193069,50220
0.5653604365914242,50221
0.4904867058261058,50222
0.07067635943612015,50223
0.16863369835827005,50224
0.09973157568220148,50225
0.2544046814018394,50226
0.12852315462775574,50227
0.041117215077166896,50228
0.008903801832858778,50229
0.12768905709769288,50230
0.032714074206604535,50231
0.3023156144908271,50232
0.10168066761963702,50233
0.4185874740317198,50234
0.018993498317463,50235
0.0724897339627648,50236
0.17682906046464994,50237
0.01981790435270176,50238
0.051389908074240924,50239
0.3404034591034247,50240
0.0964739571565867,50241
0.17690211157493688,50242
0.27105117946488905,50243
0.2682421865318909,50244
0.03282477304289958,50245
0.11274081794346655,50246
0.10551223017336664,50247
0.11912393092892525,50248
0.05711600769594225,50249
0.036903224170775316,50250
0.4306128067038691,50251
0.004029740939503553,50252
0.08610411416824673,50253
0.5453249396554286,50254
0.08843203664785197,50255
0.3435979316153657,50256
0.5673281256760319,50257
0.3311769398919705,50258
0.010113236020819164,50259
0.4266645324857408,50260
0.4561842454010996,50261
0.06591538511175077,50262
0.18392804525314416,50263
0.3473490238170117,50264
0.14778187786337205,50265
0.21069036547574227,50266
0.420742356383522,50267
0.102078465000237,50268
0.3888692323037505,50269
0.07640629252455611,50270
0.12720801035891202,50271
0.15571383987955087,50272
0.01523732739513857,50273
0.0621991917043233,50274
0.7267215005874205,50275
0.15508710533279474,50276
0.18374401382396352,50277
0.12654417983001076,50278
0.20746526377907856,50279
0.12131387357360167,50280
0.0845632603420352,50281
0.2313911359259153,50282
0.07940959528942039,50283
0.2636918859189201,50284
0.018884973044280537,50285
0.021468984523780068,50286
0.03410722904833625,50287
0.7645950934989134,50288
0.11442239371104873,50289
0.2553481581725888,50290
0.5203254538840828,50291
0.2237427997139914,50292
0.15449741231402958,50293
0.30085208630900706,50294
